Movie_Id,Title,Date_Published,Date_of_published,Duration,Country,Languages,Production_Company,Genre,Director,Worldwide_Gross_Income,Average_Rating
833,Before the Revolution (Prima della rivoluzione),14-04-1909,14-04-1909,205,China,English,Yoveo,Drama,Abagail Lubman,Yuan Renminbi,2.6
834,"Bottom of the Sea, The (El fondo del mar)",24-04-2019,24-04-2019,256,Tunisia,Spanish,Dynabox,Romance,Vanessa Ponsford,Dinar,5.6
835,Ladder 49,12-02-1985,02-12-1985,280,Russia,Spanish,Skippad,Comedy,Salmon Bowerbank,Ruble,3.6
836,Big City Blues,20-08-2007,20-08-2007,196,Indonesia,German,Divavu,Action,Gibbie Malcolm,Rupiah,1.4
837,Tin Pan Alley,09-04-1969,04-09-1969,274,China,Spanish,Meetz,Comedy,Ellene Ferraron,Yuan Renminbi,5.1
838,Return to Me,24-07-2005,24-07-2005,294,Ukraine,Spanish,Youfeed,Horror,Delmor Dashper,Hryvnia,2.4
839,Inside the Twin Towers,29-09-1969,29-09-1969,121,Poland,English,Bubblemix,Horror,Arron Gaywood,Zloty,5.9
840,Jungleground,27-12-1989,27-12-1989,24,Indonesia,English,Vidoo,Drama,Jacquelin Cobden,Rupiah,4.2
841,"Bachelor Weekend, The",10-11-1913,11-10-1913,114,Morocco,German,Quimba,Drama,Worthy Cripps,Dirham,1.7
842,My Rainy Days,02-06-2007,06-02-2007,150,China,German,Youfeed,Romance,Fair Lomasny,Yuan Renminbi,1.2
843,"Beast Must Die, The",12-03-1925,03-12-1925,276,Poland,English,Skiptube,Drama,Hesther Henrot,Zloty,5.9
844,"U.S. vs. John Lennon, The",15-03-1902,15-03-1902,41,China,Spanish,Kimia,Drama,Velma Jozaitis,Yuan Renminbi,3.8
845,"Human Condition I, The (Ningen no joken I)",19-11-1959,19-11-1959,250,Saudi Arabia,English,Yozio,Romance,Andriana Hillam,Rial,6.7
846,Day of the Falcon,04-08-1920,08-04-1920,272,Japan,French,Realbridge,Drama,Gretal Wrettum,Yen,9.8
847,Mutant Aliens,02-05-2003,05-02-2003,207,United States,German,Pixonyx,Drama,Fredek Pietasch,Dollar,3.5
848,Wild Tales,07-09-1968,09-07-1968,187,Philippines,German,Devcast,Horror,Drucie Walklott,Peso,8.6
849,Amongst Friends,21-04-1998,21-04-1998,237,China,Spanish,Dynabox,Horror,Weidar Larret,Yuan Renminbi,6.4
850,Killing Zoe,15-11-2016,15-11-2016,231,Ethiopia,Chinese,Kazio,Romance,Dur Orsman,Birr,7.2
851,Curse of the Puppet Master (Puppet Master 6: The Curse),15-11-2001,15-11-2001,197,Portugal,Spanish,Viva,Action,Othilia Oakton,Euro,6.2
852,Arena,26-06-1930,26-06-1930,115,Botswana,German,Kamba,Action,Perkin Leydon,Pula,2
853,Tokyo Twilight (T??ky?? boshoku),07-11-1925,11-07-1925,185,Indonesia,Spanish,Jabbersphere,Comedy,Amil Fulcher,Rupiah,3.1
854,"Whistleblower, The",10-09-1979,09-10-1979,240,Benin,English,Yotz,Romance,Shandy Klaiser,Franc,8.4
855,Bug,11-05-2009,05-11-2009,84,Argentina,English,Fiveclub,Action,Nari Bothwell,Peso,4
856,"Fall of the House of Usher, The (Z?≠nik domu Usheru)",17-03-1979,17-03-1979,250,Mauritania,German,Aimbu,Romance,Edmund Primrose,Ouguiya,4.8
857,Mary Shelley's Frankenstein (Frankenstein),20-10-1991,20-10-1991,36,France,Spanish,Kwideo,Horror,Kacie Somner,Euro,6.3
858,Punk's Dead: SLC Punk! 2,30-10-1976,30-10-1976,179,China,Chinese,Devify,Action,Mortie Jammes,Yuan Renminbi,6.2
859,White Elephant,10-03-1986,03-10-1986,85,Spain,Chinese,Devbug,Drama,Meade Katz,Euro,9.4
860,Intimate Relations,11-01-2011,01-11-2011,227,Indonesia,English,Twitterlist,Comedy,Jerry Gjerde,Rupiah,9
861,Lost Souls,15-07-1978,15-07-1978,49,China,English,Dabshots,Action,Silvana Cottam,Yuan Renminbi,6.7
862,"View from the Top, A",19-08-1914,19-08-1914,41,China,French,Kayveo,Romance,Larry Rubinowitch,Yuan Renminbi,4.7
863,"Big House, The",04-07-1959,07-04-1959,214,Portugal,German,Pixoboo,Horror,Frederique Chowne,Euro,3.9
864,Captain Blood,15-12-1965,15-12-1965,213,France,German,Brainverse,Action,Chrystal Hamelyn,Euro,2.5
865,Replicant,18-09-1928,18-09-1928,105,China,Chinese,Rhyloo,Drama,Kort Garvin,Yuan Renminbi,9.6
866,"Murder of Fred Hampton, The",01-05-2017,05-01-2017,299,Sweden,German,Podcat,Action,Janessa Ramsby,Krona,8.6
867,Another You,03-07-1918,07-03-1918,40,Philippines,German,Zooveo,Romance,Ariel Ledington,Peso,6.9
868,Crac,25-01-1914,25-01-1914,197,Argentina,English,Wikido,Romance,Janean Lenormand,Peso,6.2
869,Mystery Science Theater 3000: The Movie,02-12-2008,12-02-2008,298,Indonesia,English,Skyba,Comedy,Chastity Keelin,Rupiah,7.8
870,Guinea Pig: Flowers of Flesh and Blood (Za ginipiggu 2: Chiniku no hana),22-12-2016,22-12-2016,183,Russia,German,Pixope,Comedy,Lydon Peachey,Ruble,2.4
871,Crime at the Chinese Restaurant,11-02-1968,02-11-1968,280,Colombia,Spanish,Buzzshare,Romance,Milli Brahams,Peso,5.5
872,Donner Pass,18-05-1960,18-05-1960,223,South Africa,French,Photospace,Action,Charyl Palister,Rand,4.3
873,Jet Pilot,05-04-1907,04-05-1907,49,Indonesia,Chinese,Quire,Action,Mirabella Borg-Bartolo,Rupiah,4.2
874,Factory Girl,21-10-1962,21-10-1962,95,China,German,Tavu,Horror,Tremaine Syde,Yuan Renminbi,8.9
875,Of Gods and Men (Des hommes et des dieux),23-06-1982,23-06-1982,248,Brazil,German,Blogspan,Action,Pattie Bottrell,Real,4.2
876,Riding Giants,20-07-1993,20-07-1993,129,Pakistan,Spanish,Myworks,Action,Ignatius Cropp,Rupee,3.7
877,Igby Goes Down,05-09-1916,09-05-1916,247,Philippines,French,Buzzbean,Romance,Cart Coburn,Peso,3.9
878,Porco Rosso (Crimson Pig) (Kurenai no buta),31-05-1993,31-05-1993,265,China,German,Viva,Comedy,Gan Scrivinor,Yuan Renminbi,3.9
879,"Carriers Are Waiting, The (Convoyeurs attendent, Les)",17-10-1958,17-10-1958,189,China,French,Voonix,Romance,Aileen Torbard,Yuan Renminbi,4.4
880,Kolya (Kolja),15-05-1953,15-05-1953,184,China,English,Tazzy,Romance,Jarrad Treasaden,Yuan Renminbi,4.3
881,"Distant Voices, Still Lives",10-11-2002,11-10-2002,27,Portugal,Spanish,Gigabox,Action,Ileana Crookshank,Euro,8.1
882,Marriage Retreat,22-12-1941,22-12-1941,9,China,Spanish,Oozz,Romance,Dyane Nuton,Yuan Renminbi,1.1
883,Bunraku,24-06-1916,24-06-1916,209,Armenia,Spanish,JumpXS,Romance,Sofia Fairfull,Dram,4.5
884,Damsels in Distress,10-11-2013,11-10-2013,100,China,English,Skyba,Horror,Van Pierce,Yuan Renminbi,9.4
885,Sightseers,04-05-1948,05-04-1948,93,China,Spanish,Eazzy,Comedy,Talya McKeaveney,Yuan Renminbi,6.5
886,Murk (M??rke),09-07-1939,07-09-1939,69,Philippines,Chinese,Rhyzio,Drama,Cherrita Gladman,Peso,1.3
887,Spin (You Are Here),28-10-1933,28-10-1933,1,Guatemala,French,Linkbridge,Comedy,Dedie Zucker,Quetzal,9.1
888,The Little Death,04-11-1982,11-04-1982,71,South Africa,French,Leexo,Romance,Fairlie Lumby,Rand,3
889,Scooby-Doo,03-06-1984,06-03-1984,271,Brazil,Chinese,Wordware,Comedy,Fidelity Crush,Real,9.9
890,Battlestar Galactica: Blood & Chrome,12-09-1971,09-12-1971,223,Japan,French,Chatterpoint,Action,Fay Extence,Yen,1.9
891,Touch of Evil,20-07-1900,20-07-1900,218,China,German,Feedspan,Romance,Andre Websdale,Yuan Renminbi,3.4
892,Dragon: The Bruce Lee Story,14-03-2006,14-03-2006,61,China,English,Riffpedia,Drama,Brinna Plaid,Yuan Renminbi,6.2
893,Taxi for Tobruk,20-03-1951,20-03-1951,286,Afghanistan,French,Tazz,Comedy,Ephraim Reubbens,Afghani,6.9
894,Hard Ticket to Hawaii,06-11-1920,11-06-1920,156,China,English,Innojam,Romance,Karyl Gammet,Yuan Renminbi,7.8
895,Umberto D.,07-10-1912,10-07-1912,34,China,French,Wordify,Action,Corney Fromont,Yuan Renminbi,9.4
896,Street Scenes ,21-11-1951,21-11-1951,151,Zimbabwe,Spanish,Blogpad,Drama,Torry Pleasaunce,Dollar,4.6
897,Rasmus p?ù luffen,18-02-1999,18-02-1999,179,Ethiopia,German,Yoveo,Comedy,Sarajane Hymor,Birr,6.3
898,"Private Life of Don Juan, The",06-12-1965,12-06-1965,260,Argentina,Spanish,Latz,Romance,Farleigh Whatling,Peso,9.3
899,Far from Heaven,18-06-1940,18-06-1940,165,France,Chinese,Zooxo,Horror,Shara Bliven,Euro,8.2
900,Fruitvale Station,13-04-1928,13-04-1928,115,China,English,Thoughtworks,Comedy,Saul Skipper,Yuan Renminbi,3.8
901,Lady and the Tramp,16-12-1958,16-12-1958,99,Argentina,Chinese,Rhybox,Comedy,Mikel Jolliman,Peso,2.9
902,Contagion,27-06-1920,27-06-1920,206,China,Chinese,Rooxo,Horror,Miguela Blackater,Yuan Renminbi,8.6
903,"Longshots, The",17-02-1922,17-02-1922,283,China,Chinese,Lajo,Action,Berty Harvard,Yuan Renminbi,5.9
904,Slacker 2011,17-10-1924,17-10-1924,224,China,Chinese,Photojam,Drama,Melba Clother,Yuan Renminbi,1.2
905,"North Avenue Irregulars, The",18-10-1924,18-10-1924,231,China,English,Fiveclub,Horror,Nollie Preece,Yuan Renminbi,6.4
906,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,05-06-2003,06-05-2003,275,Sweden,Chinese,Nlounge,Drama,Terese Senett,Krona,5.5
907,T??ynn?? Tarmoa,12-12-1988,12-12-1988,134,Western Sahara,German,Rhynoodle,Drama,Olwen Forrestor,Dirham,2.4
908,Kiki,01-05-1974,05-01-1974,78,Ireland,German,Vinte,Horror,April Schneider,Euro,4.2
909,"Patch of Blue, A",16-11-1957,16-11-1957,3,Russia,Spanish,Vimbo,Drama,Audra Wilcocks,Ruble,9.7
910,Two Guys Talkin' About Girls,01-02-1979,02-01-1979,255,Kazakhstan,English,Twitternation,Action,Malina Hendrickson,Tenge,4.6
911,All About the Feathers (Por Las Plumas),10-03-2016,03-10-2016,236,Philippines,French,Meevee,Horror,Joanie Ivanyukov,Peso,4.6
912,Metalstorm: The Destruction of Jared-Syn,11-09-1920,09-11-1920,284,Brazil,French,Kwideo,Action,Leland Kielt,Real,4.4
913,The Water Diviner,19-01-2021,19-01-2021,17,France,Spanish,Buzzshare,Drama,Gerrard Lafflina,Euro,3.8
914,All Quiet on the Western Front,21-02-2003,21-02-2003,179,New Zealand,English,Twitterworks,Romance,Norrie Fothergill,Dollar,6.5
915,Around the Bend,05-02-1940,02-05-1940,183,Czech Republic,Chinese,Edgeclub,Drama,Margi Domange,Koruna,7.3
916,Invisible Invaders,19-07-1966,19-07-1966,104,Poland,German,Shuffletag,Comedy,Huntley Cardozo,Zloty,3.7
917,Agent Red,23-11-1999,23-11-1999,29,Indonesia,French,Yakijo,Romance,Lou Probetts,Rupiah,6.4
918,Campfire Tales,21-02-1970,21-02-1970,173,Portugal,German,Youtags,Comedy,Mavis Crampsy,Euro,9.2
919,"Phantom of the Opera, The",31-05-1944,31-05-1944,193,France,Spanish,Quinu,Drama,Page Codd,Euro,9.3
920,Drive Me Crazy,09-03-1989,03-09-1989,34,Croatia,German,Linklinks,Action,Barnabe Ibel,Kuna,3.5
921,The Six Million Dollar Man,24-10-1982,24-10-1982,144,France,French,Rhyloo,Comedy,Clio Collihole,Euro,9.2
922,Wrong Turn 3: Left for Dead,24-06-1992,24-06-1992,276,Sweden,French,Linktype,Romance,Farrah Polamontayne,Krona,8.8
923,Aces 'N' Eights,11-07-1990,07-11-1990,210,Indonesia,Spanish,Gevee,Action,Tamma Mendoza,Rupiah,1.1
924,Rock School,18-01-1991,18-01-1991,163,Sweden,Chinese,Dabfeed,Comedy,Chelsey Peyro,Krona,9.7
925,"Tiger and the Snow, The (La tigre e la neve)",23-04-2020,23-04-2020,218,China,English,Realbuzz,Drama,Earlie Cunde,Yuan Renminbi,6.6
926,Istanbul,18-11-1943,18-11-1943,250,Latvia,Spanish,Wikivu,Drama,Felecia Roe,Euro,4.8
927,Latitudes,14-01-2004,14-01-2004,113,Portugal,German,Blogspan,Comedy,Avictor Boggis,Euro,7.4
928,Gold Diggers of 1937,15-04-1923,15-04-1923,104,Thailand,Spanish,Tagcat,Action,Adrianne Welberry,Baht,3.5
929,Debtocracy,03-04-1915,04-03-1915,89,Indonesia,French,Browsebug,Drama,Ash Fellows,Rupiah,7.7
930,Tepenin Ardi,11-05-1910,05-11-1910,83,Russia,German,Abatz,Horror,Retha Doyle,Ruble,1.8
931,Agony (a.k.a. Rasputin) (Agoniya),27-07-1959,27-07-1959,103,Brazil,Spanish,Wikivu,Romance,Brande Scardifield,Real,8.7
932,"Road, Movie",10-01-1993,01-10-1993,98,Finland,Chinese,Flashspan,Horror,Germain Alabaster,Euro,1.5
933,Window to Paris (Okno v Parizh),22-02-1958,22-02-1958,144,Indonesia,Chinese,Camimbo,Drama,Raoul Immings,Rupiah,3.3
934,Aziz Ansari: Live at Madison Square Garden,03-08-2009,08-03-2009,27,Thailand,German,Wikizz,Romance,Whittaker Willans,Baht,3.1
935,"War Game, The",05-02-1939,02-05-1939,198,Indonesia,French,Fatz,Comedy,Sande Doey,Rupiah,2.1
936,Chelsea on the Rocks,06-09-1990,09-06-1990,89,Indonesia,English,Thoughtblab,Drama,Carroll Liebmann,Rupiah,6.6
937,Dead Man Down,20-03-1912,20-03-1912,209,Cuba,Spanish,Livetube,Action,Marci Spira,Peso,9.5
938,Nowhere to Hide (Injeong sajeong bol geot eobtda),05-07-1915,07-05-1915,145,Mauritius,French,Voomm,Drama,Quintin Maslin,Rupee,6.9
939,Lady and the Tramp II: Scamp's Adventure,24-02-1959,24-02-1959,160,Indonesia,English,Feedbug,Action,Carmon Di Ruggiero,Rupiah,4.3
940,Saving Face,26-06-1939,26-06-1939,54,Russia,Chinese,Thoughtstorm,Drama,Rennie Rosendale,Ruble,6
941,"Piano Tuner of Earthquakes, The",27-04-1950,27-04-1950,160,Philippines,English,Skaboo,Drama,Antonina Quenell,Peso,6.5
942,Underneath,01-12-1923,12-01-1923,49,China,German,Tagfeed,Drama,Rivi Dallemore,Yuan Renminbi,8.3
943,Light Is Calling,04-02-1969,02-04-1969,140,China,French,Yata,Romance,Bab Legen,Yuan Renminbi,7.7
944,Tom Jones,27-03-1957,27-03-1957,4,Philippines,Chinese,Roodel,Drama,Josie Clunan,Peso,5.4
945,"Nick Carter, Master Detective",26-02-1948,26-02-1948,256,China,French,Jaxbean,Romance,Chantalle Downes,Yuan Renminbi,8.5
946,Link,06-10-2002,10-06-2002,15,Serbia,English,Voonte,Action,Cortney Sherratt,Dinar,3
947,Diary of a Lost Girl (Tagebuch einer Verlorenen),02-05-1901,05-02-1901,9,Brazil,English,Skinte,Horror,Gilemette Moult,Real,2.3
948,American Hustle,29-05-1939,29-05-1939,295,United States,French,Devify,Romance,Thekla Spavon,Dollar,9.1
949,Mighty Joe Young,21-02-1947,21-02-1947,58,Poland,Chinese,Jabbertype,Action,Filip Allgood,Zloty,5.6
950,Popeye,27-06-1939,27-06-1939,10,Indonesia,Chinese,Rhybox,Romance,Kellia Hallbird,Rupiah,7.5
951,Cult of the Cobra,23-06-1991,23-06-1991,274,Serbia,Chinese,Twitterworks,Horror,Lonnie Ivamy,Dinar,9.8
952,Duel,31-10-1964,31-10-1964,44,China,French,Yacero,Comedy,Leonid Daveran,Yuan Renminbi,6.9
953,Twins,23-09-1971,23-09-1971,181,Philippines,English,Ailane,Drama,Shellie Sulman,Peso,5.7
954,Coming Down the Mountain,06-04-1948,04-06-1948,130,Iraq,Spanish,LiveZ,Romance,Ardra Paolazzi,Dinar,9.8
955,My Best Friend's Wedding,21-05-1934,21-05-1934,191,China,Spanish,Meetz,Action,Forester Lobley,Yuan Renminbi,6.4
956,Silmido,05-05-1988,05-05-1988,195,Philippines,French,Tagfeed,Comedy,Mariette Mathelin,Peso,8.7
957,Class of 1984,13-03-1916,13-03-1916,235,Nigeria,Chinese,InnoZ,Action,Serena Tother,Naira,4.7
958,Cracks,30-09-1942,30-09-1942,121,Indonesia,Spanish,Zoozzy,Horror,Allyn Whebell,Rupiah,5
959,The Hornet's Nest,20-04-1928,20-04-1928,84,Poland,Spanish,Realpoint,Comedy,Clementius Brameld,Zloty,3.6
960,By the Light of the Silvery Moon,29-07-1940,29-07-1940,250,Nigeria,Spanish,Roodel,Comedy,Tonnie Doubleday,Naira,4
961,"Limits of Control, The",07-03-1958,03-07-1958,249,Brazil,Spanish,Katz,Action,Albrecht Lowry,Real,2
962,"Desert of the Tartars, The (Deserto dei Tartari, Il)",25-01-2009,25-01-2009,117,Sudan,English,Skyndu,Romance,Carmina Blunsen,Pound,10
963,Zero Tolerance (Noll tolerans),24-08-2008,24-08-2008,38,Chile,French,Shufflester,Drama,Karin Burlay,Peso,2.5
964,"Change-Up, The",28-06-1944,28-06-1944,164,China,French,Avavee,Horror,Marys Cockerill,Yuan Renminbi,1.8
965,Trust Me,10-11-1993,11-10-1993,145,Philippines,English,Dynazzy,Horror,Norman Maris,Peso,5.3
966,Water Drops on Burning Rocks,21-05-2021,21-05-2021,74,Albania,French,Tanoodle,Comedy,Caron Bottleson,Lek,5.1
967,Blue Velvet,08-03-1907,03-08-1907,158,Hong Kong,German,Browsecat,Action,Boigie Rosingdall,Dollar,8.7
968,Peter Pan,01-02-1947,02-01-1947,296,Brazil,Spanish,Jazzy,Comedy,Megan Blackmoor,Real,1.2
969,Journey to the Beginning of Time,04-10-1917,10-04-1917,19,Japan,Spanish,Quamba,Drama,Marleen Goucher,Yen,1.4
970,"American in Paris, An",30-11-1984,30-11-1984,189,China,Chinese,Skyble,Horror,Nara Ellens,Yuan Renminbi,9.6
971,"Miracle Woman, The",16-07-1963,16-07-1963,47,Tanzania,English,Fanoodle,Drama,Novelia Bunson,Shilling,8
972,Dad,30-12-1914,30-12-1914,279,Malaysia,Spanish,Devcast,Drama,Bertrando Spalding,Ringgit,7.2
973,"Merchant of Venice, The",26-11-1940,26-11-1940,216,Indonesia,German,Pixoboo,Action,Neda Bruckmann,Rupiah,2.6
974,Always Leave Them Laughing,28-06-2010,28-06-2010,156,China,French,Ntags,Action,Adam Hewell,Yuan Renminbi,2.9
975,"Pursuit of the Graf Spee (Battle of the River Plate, The)",23-01-1956,23-01-1956,233,Poland,Chinese,Quamba,Romance,Adam Ayers,Zloty,3.1
976,"Autobiography of Miss Jane Pittman, The",01-01-1938,01-01-1938,36,Peru,English,Kimia,Drama,Clerissa Sterman,Sol,7.8
977,"Heart of Me, The",08-01-1912,01-08-1912,58,China,English,Oyope,Action,Tersina Chasney,Yuan Renminbi,4.4
978,Where Are My Children?,19-02-1922,19-02-1922,71,Brazil,Spanish,Babbleblab,Horror,Esdras Raffels,Real,1.3
979,Lucia,07-04-1954,04-07-1954,127,China,German,Fiveclub,Drama,Josepha Ledington,Yuan Renminbi,4.8
980,Break-in,01-04-1985,04-01-1985,171,Brazil,French,Skivee,Action,Coleen Van der Krui,Real,3.8
981,Biker Boyz,27-01-2009,27-01-2009,199,China,English,Digitube,Horror,Nonnah Liell,Yuan Renminbi,8.5
982,"Guitar, The",04-11-2014,11-04-2014,292,China,Chinese,Flashspan,Horror,Florenza Jeandillou,Yuan Renminbi,9.8
983,Gigli,01-04-1973,04-01-1973,47,Indonesia,Chinese,Yodo,Drama,Hasty Saiz,Rupiah,5.9
984,Beer Wars,11-06-1963,06-11-1963,157,Poland,English,Devify,Action,Dona Fairham,Zloty,6
985,Ca??tica Ana,23-05-1912,23-05-1912,116,Vietnam,Chinese,Mudo,Action,Lowe Shields,Dong,8.5
986,Shadow Boxers,08-06-2019,06-08-2019,211,Portugal,English,Zooxo,Comedy,Dorita Orth,Euro,8.3
987,"Guilt Trip, The",25-12-1982,25-12-1982,208,Philippines,English,Rhybox,Romance,Anthe Dragge,Peso,6.8
988,State Fair,28-03-2017,28-03-2017,285,China,German,Photofeed,Romance,Pippy Hatwell,Yuan Renminbi,6.3
989,Malaya,13-07-1914,13-07-1914,43,Russia,English,Eimbee,Horror,Ania Denyakin,Ruble,7.1
990,Big Girls Don't Cry (Gro??e M??dchen weinen nicht),29-11-1909,29-11-1909,259,China,Spanish,Voomm,Drama,Briggs Cochrane,Yuan Renminbi,4.9
991,Alice Doesn't Live Here Anymore,12-07-1991,07-12-1991,186,China,Chinese,Wikido,Action,Mathew Hanhart,Yuan Renminbi,9.6
992,Kanak Attack,26-03-2010,26-03-2010,200,Indonesia,German,Oyondu,Romance,Jone Doogood,Rupiah,7.7
993,"Plaisir, Le",31-03-1955,31-03-1955,10,Brazil,Spanish,Skalith,Action,Shelton Alam,Real,3.8
994,Vengeance (Fuk sau),15-12-1999,15-12-1999,263,Philippines,German,Quinu,Comedy,Ileana Doldon,Peso,1.3
995,Death Wish 3,22-05-1955,22-05-1955,141,Poland,Chinese,Edgeify,Comedy,Pansy Deavin,Zloty,4.8
996,Woman on the Beach (Haebyeonui yeoin),21-09-1956,21-09-1956,137,Jordan,French,Janyx,Drama,Nil Livick,Dinar,3
997,Inquire Within,08-07-1997,07-08-1997,153,Canada,English,Photospace,Horror,Tonia Haddinton,Dollar,2.6
998,"Sun Also Rises, The (Tai yang zhao chang sheng qi)",21-04-1927,21-04-1927,40,China,Spanish,Brainbox,Comedy,Rayner Kleynermans,Yuan Renminbi,5.8
999,"Friend of the Deceased, A (Priyatel pokonika)",24-11-1960,24-11-1960,230,Greece,Chinese,Twimbo,Romance,Shoshana Klaassens,Euro,4.1
1000,Wild Side,19-04-1929,19-04-1929,18,Russia,Chinese,Realpoint,Action,Suzann Rawll,Ruble,7.9
